Iban source,Amount,Transaction type,Company Name
MT31QJOE764029392139273485W5586,86.03,deposit,Marquardt  Gulgowski and Pouros
EE240338002580016023,849.78,deposit,Hegmann Group
BE74327790316004,379.10,withdrawal,Schimmel  Pagac and Friesen
AE535340899043007520028,718.49,deposit,Jerde - Hodkiewicz
AZ32F15200358233025788300964,609.36,payment,Swaniawski Group
NO5670894900319,857.43,withdrawal,Bernier - Fritsch
MD550955N565Z92966926423,3.92,payment,Goodwin  Swift and Goyette
XK540057506006236438,557.75,invoice,Walter LLC
LB8590900694199775B6140168M1,24.80,payment,Halvorson  Williamson and Lebsack
IT03Y90080330344629F653826A,752.19,deposit,Harber  Runte and Mitchell
AT540017414018106160,400.20,deposit,Sporer LLC
DK2700460608002993,462.72,withdrawal,Abbott Group
TL560702065667007570821,540.00,withdrawal,Becker Inc
LB560457934423588B6151359029,502.53,invoice,Rolfson and Sons
BH98KQGN4588LO40M3X538,833.40,withdrawal,Beier - Sawayn
LT341342793005027117,339.48,deposit,Goodwin  Gislason and Runolfsson
BG62SSBW3346223X5639R0,934.33,deposit,Champlin  Rohan and Fadel
CR2833350126002010037,273.22,invoice,Johns  Graham and D'Amore
GI41SIUQ978A796D75TL33Y,704.72,withdrawal,Collier Group
MK23892341066X0R333,723.08,invoice,Rice - Nolan
CY94090072137701M95H6580NMW4,390.67,invoice,Mitchell  Gulgowski and Runolfsdottir
CY2109465904143H73L13JPF5253,976.11,payment,Cassin - Heidenreich
AD63819379220L087UYB4793,560.94,withdrawal,Konopelski and Sons
MC43003060024325K1084530460,408.45,deposit,Halvorson LLC
FI6538346111989525,914.78,payment,Rempel and Sons
AZ33G16819980080032707035297,570.07,deposit,Bernier  Beer and Schamberger
KW72GWVO328P70309K1881Y43H7E17,556.37,invoice,Turner  Reilly and Breitenberg
AT710015508292149389,57.11,invoice,Pfannerstill Group
ME43546009702188048048,665.59,payment,Hayes  Romaguera and Carter
AL780092809418TG987893Q10700,772.88,withdrawal,Hilpert Inc
FO6100210052070070,793.60,invoice,Greenfelder - Cassin
LT070059938800591292,884.68,deposit,Stokes  Hudson and MacGyver
MU16KHUR0629100055405940373UTF,940.86,payment,Reynolds  Blick and Veum
GB75ZTKB00677108902228,877.90,deposit,Littel Inc
FO9400475401521008,759.55,payment,Koelpin  Gottlieb and Lesch
AZ208Y3600500600060686090213,557.76,invoice,Schumm - Yost
MC920400990136C5L538F938991,222.38,payment,Boehm - Wuckert
LI357743539129809T368,833.37,withdrawal,Huel - Goldner
AL153105007688P3202O78CS73X1,804.04,withdrawal,Harber - Effertz
DK4530750468600466,293.09,payment,Bartoletti - Schulist
MK88941O636785TA329,840.49,deposit,Brekke  Carter and Torphy
AE366904082063204300893,778.54,withdrawal,Vandervort  Stark and Thompson
AZ06ME3300100260040389060016,457.30,deposit,Ernser - Hoppe
GE529C0420900309098079,912.02,payment,Kohler LLC
CZ4076404020080580892234,540.48,withdrawal,Cassin Inc
NL06EEVZ5040600898,23.66,invoice,Rosenbaum  Kilback and Paucek
SI69003635007708636,135.95,withdrawal,Cremin - Paucek
MR9705421059833303322005812,184.62,payment,Labadie Inc
PT70009107794945520803950,733.34,invoice,Hoppe - Olson
RO62RWIG67Y2953915700950,420.66,payment,Abernathy  Larkin and McLaughlin
HU65420964740058062490058335,190.35,deposit,Considine LLC
MK610272VS64R110511,301.76,withdrawal,Olson LLC
EE509085093430063288,613.73,deposit,Bailey - Tremblay
JO29HUQT7902054001233040509016,635.84,deposit,Littel Inc
LV48VJDY970L311X63CP3,527.87,withdrawal,Weber Group
RS71057900804463893009,120.92,invoice,Wintheiser Inc
PL97744900620672400602920045,818.58,payment,Lebsack and Sons
LI345832313102U1213DI,602.71,payment,Crooks  Bailey and Crona
RO22HFJA28137443030F2626,528.30,withdrawal,VonRueden - Beier
HU72005500280603002040070304,470.99,invoice,Bartell  Borer and Cremin
AE720267200803002911058,83.63,invoice,Hickle Group
LT141242679149002007,372.02,withdrawal,Zboncak Inc
HU38476002363006401052085109,34.73,payment,Parisian Inc
BE58573008397718,740.31,invoice,Gleason Inc
IS272004110365239250366880,946.85,deposit,Abshire LLC
MD2610S57271852MW71O3561,786.74,deposit,Stokes - Steuber
PK0986263102130000994596,714.46,payment,Runolfsson - Schmeler
ME17002207002033226008,270.83,withdrawal,Rowe  Boyer and Moen
PL20800463870300438548731214,453.36,invoice,Weissnat  Beatty and Boyle
TN1614008483989007500311,729.38,deposit,Nitzsche  Muller and Konopelski
CR6930590800340908814,74.45,withdrawal,Jenkins - Hane
NO2108247585488,521.18,deposit,Pfeffer LLC
RS29197570032030031559,588.78,payment,Bradtke Group
IS189000800066500500990067,916.79,withdrawal,McGlynn - Shields
NL70JNPM9022058113,687.18,payment,Denesik  Kohler and Stehr
CR8925950804067990064,312.79,invoice,Herzog Group
GR98227080700216640562C17R9,928.76,withdrawal,Windler  Harris and Huels
IS603451580018070707296659,496.43,payment,Dooley  Walsh and Murphy
FI4034064780260020,917.02,payment,Hirthe  Marks and Kozey
KZ13975C90402066I638,873.25,invoice,Wiegand  Terry and Effertz
TR1500863646C65X06947G04U9,356.98,invoice,Schoen  Muller and Rogahn
AZ78P89580020903684004020324,272.70,payment,Aufderhar - Morissette
MR7300050842930008046883901,391.74,invoice,Dietrich  Okuneva and McLaughlin
GL4028610300900509,235.79,deposit,Ebert - Stanton
AL8867809875792218930Q7662P6,908.06,deposit,Schaefer  Ledner and Monahan
SA456301108E42154V19965D,589.10,deposit,Bernhard - Cole
ES3344002968470190003414,890.27,deposit,Bailey  Fisher and Prosacco
MK77063N0I005028W62,348.33,payment,Schowalter - Koepp
AE936765048015153239148,539.97,invoice,Kautzer Group
ME53048290051968200571,708.24,deposit,Bayer - Bernhard
IE27620F00120490048149,94.01,payment,Streich  Jast and Baumbach
TN6976005830031330927081,330.45,withdrawal,Terry  Crona and Kling
SA130607I339405657O09599,79.58,invoice,Becker LLC
GI31NXFM5108CX4679GGN8P,506.11,invoice,Grant LLC
NO2340016306003,443.55,deposit,Runte  Kris and Dooley
FO1368486001156915,542.96,payment,Considine and Sons
GI48CHIEP1865C4232KOU56,11.47,deposit,Emard - Swaniawski
HU26726404823084500763638079,22.40,withdrawal,Olson and Sons
DE48300507020081170012,85.68,deposit,Corwin Group
TN1938032002606714901375,936.34,deposit,Jacobs Group
IE54293D60139810900530,644.60,deposit,Koch - Mills
SI92045260010042313,307.99,withdrawal,Corkery - Macejkovic
SM03J0080499843674J4812R3LN,858.12,invoice,Willms LLC
ME03739103006860843578,167.80,invoice,Ankunding Inc
GT2476508671510887704B677205,621.14,withdrawal,Gleason - Nienow
QA62UWAN3I916C2994F29411GVS45,609.83,deposit,Leffler - Powlowski
LU529010308468U375H1,14.88,deposit,Runte  Fahey and Luettgen
MC660064600103P2Q2O8QP6Z684,228.89,withdrawal,Dare - Heidenreich
MK24347352150472Y98,609.23,deposit,Runolfsson - Fisher
FI8055835705200402,725.47,withdrawal,Rosenbaum and Sons
HR6900307954444084461,178.88,withdrawal,Walter  Schumm and Muller
PT96100236880442396438001,100.93,withdrawal,Bergstrom Group
BR4199107497730179074007535A5,792.12,withdrawal,Quitzon  Tremblay and Grady
MT89ATAX03840F084OI00Z766366480,662.86,deposit,Kunde - Johns
IL697938429280992003943,919.32,invoice,Marvin  Braun and Wilkinson
LI57439128716I092A480,435.45,payment,Kris  Lemke and Baumbach
LB3675076760Q27IO9377UU24245,936.02,payment,Hagenes LLC
PL54058807083859042051236251,444.67,invoice,Kuhic LLC
MC950090700779849K6882H3903,675.68,invoice,Greenholt - Marquardt
GB04DLVW03013801700067,756.37,payment,Prohaska Group
KZ24881G8570Z1123970,89.27,invoice,Wyman  Will and Batz
SK8716255140011009070581,422.30,invoice,Dach  Heathcote and Rogahn
NL59ZVVA0309985402,544.17,withdrawal,Hagenes Group
SE8344600800080124800694,950.91,withdrawal,Quigley - Schumm
SK7361860012062005170574,537.84,invoice,Blanda and Sons
GR8095700706H497608C067612Y,401.54,deposit,Mayert  Runolfsson and Keebler
LT021972181930080393,516.40,withdrawal,Rohan - Blanda
GT22150L9T497677949323743X24,843.71,deposit,Aufderhar  Heaney and Bashirian
SA713967W273YD567837U380,991.09,deposit,Bergstrom - Bergstrom
BH18MDCR02013VW0584191,677.20,deposit,King - Streich
FR050800278047813H86T47A879,496.92,invoice,Olson  Kemmer and Sporer
CR6407700203156331312,323.21,withdrawal,Kreiger Inc
ME43329006703534020069,764.00,payment,Kreiger Group
IE5709L604504290514465,299.80,withdrawal,Pfeffer Group
IL040411860443016202923,390.87,withdrawal,Kiehn - Bechtelar
ME40117016008464700606,646.69,deposit,Bergstrom - McClure
LT450923031202900912,656.08,deposit,Schumm Inc
SK5200290310090080306083,436.15,withdrawal,Harris  Okuneva and Steuber
AT081500391264906186,544.14,withdrawal,Kozey - Wintheiser
RS94476672080055019836,406.90,invoice,McKenzie  DuBuque and Quigley
HU75018106010436006380783003,301.00,deposit,Howell Inc
NL87ZFIP0552807022,136.57,withdrawal,Schowalter - Wolf
CZ1506006300185991008464,30.85,payment,Blanda - Harber
RS92410255007400832453,825.90,invoice,Brown  Beer and Beer
SM23P3578005802XR631512R478,23.82,withdrawal,Deckow - Johnson
TL650459024853908067023,192.28,payment,Nikolaus  Stiedemann and Wilderman
FR591269391467T316607437Z21,435.35,payment,Upton Inc
BE83003630700651,688.31,deposit,Witting Group
AE896650045009001700970,99.34,deposit,Cole and Sons
PS566900796406858029530102816,26.97,withdrawal,Emmerich  Terry and Jacobson
LI460058539H351F15064,242.08,withdrawal,Murray Group
MT39XRMC010080Q74713I0N75948885,765.13,withdrawal,Turner and Sons
MD97V7AMO3463Z5178549449,656.50,withdrawal,Quigley - Corkery
GR711050346392529213002HB6B,444.77,payment,Hudson  Sporer and Thompson
PT13301005350281098563880,952.54,withdrawal,Schaefer LLC
BR9607028209080635001400758O4,836.56,deposit,Ledner - Jenkins
IE91ZGC560602488730019,560.70,payment,Thompson  Kuphal and Johnson
GL7823900027130801,149.38,withdrawal,Reichert  Padberg and Kshlerin
TR44006198674FOH7241L91049,722.06,invoice,Kuphal - Cormier
PT48072800814200600410163,398.51,invoice,Boehm - Breitenberg
HU40052704467734051840201246,743.91,withdrawal,Breitenberg Inc
CZ1179340960554470020326,661.12,deposit,Kutch Group
BA718150057403620013,492.50,withdrawal,Collier  Larkin and Osinski
TR353997797L599S70M0918W2Z,150.69,payment,Hintz  Rippin and Boehm
MU49JYHX0081801705631063507STE,941.69,invoice,Lindgren  Jacobi and Hirthe
LV32FFARG72629B435769,0.76,withdrawal,O'Keefe - Sporer
SA042349782117930534V866,897.07,deposit,Gottlieb - Williamson
BR2489003016060072058602123D3,683.34,payment,Cassin - Walker
PK6866046073501008764876,946.71,withdrawal,Eichmann LLC
HR7823106009290543501,907.40,invoice,Wiza - Senger
XK220476093111860099,273.17,deposit,VonRueden  Stracke and Will
MD49238319Y32222705R1O88,784.40,invoice,Ledner - Beatty
IL320609157002905004698,672.84,invoice,Gorczany LLC
FR4100872280415X965169K2973,440.83,deposit,Goyette - Rowe
LB638488334M379W7446H0767409,968.29,deposit,Hahn and Sons
NO0400810662530,393.59,withdrawal,Volkman Inc
CY81502273725657P052KG41QE02,695.40,withdrawal,Mayert  Marquardt and Witting
TR6120365422548052R45633VW,646.85,withdrawal,Nader - Lesch
SE8007124188928901009007,720.95,deposit,Frami - Zieme
AL32900763456143Q656AN463265,324.13,invoice,Koss and Sons
LB9469343557829091795976J137,83.85,deposit,Gleason - Kihn
SK7630900451270010942087,467.96,deposit,Legros  Bernhard and Reinger
NO8360020079677,762.18,invoice,Fadel - Funk
CH480016305434706D856,225.03,payment,Mayert Inc
PL57906002224012030200306296,604.58,invoice,Beahan  Gaylord and Kirlin
XK096959975040740912,196.02,deposit,Wisoky - Keebler
LV64SEKJ5668P302X779C,843.52,deposit,Bruen - Schoen
AE890817200660570740019,803.40,invoice,Yost  Ritchie and Volkman
IL257801340054018402121,107.60,invoice,Jakubowski - Brekke
GL6290604700664578,629.37,payment,Skiles - Graham
HU37070941490092507606012018,814.87,payment,Cassin - Dicki
NL61TUCT3085242625,454.25,withdrawal,Willms - Luettgen
KW96UANT74T294784E376014764666,482.88,payment,Bartell - Kiehn
XK276293808008600204,981.28,withdrawal,Herman  Rolfson and Buckridge
LB130395107S72786E83B061361N,956.60,invoice,Heidenreich LLC
LV13OURC51RIRK571D74D,861.20,invoice,Rath  Little and Kilback
SA98501655975593321Y5838,522.91,invoice,Upton - Jacobs
KW27YVGRQ819X183E0BR7L9R007LC9,681.66,deposit,West Inc
PL49030200180093090903070910,650.92,invoice,Maggio  Wolff and Daugherty
SA1638376568W1784035409S,303.72,payment,Lakin - McGlynn
TN5180997869080090228001,271.45,invoice,Baumbach - Harvey
NL39BQOC0300301929,657.96,deposit,Marks and Sons
DO72RKSK00790057079206071051,921.32,invoice,DuBuque Group
MU93LQPL4240440100320041092UJN,558.10,withdrawal,Rempel LLC
PS579D44241300227900888052001,386.17,payment,Harber - Zemlak
EE330006001043500178,486.07,payment,Ritchie Inc
VG7068I77007003005880350,146.41,payment,Reichert Group
LB731042798791L1022332584Z30,780.89,payment,Little - Hackett
NL86ATCP5002800906,175.96,withdrawal,Nitzsche and Sons
BE88422975600564,998.52,invoice,Haley LLC
PT44002780024004819709816,815.10,invoice,Upton - Schiller
LI430028530G60G475619,904.50,deposit,Schuster and Sons
HR2100932290100572297,792.29,deposit,Schamberger LLC
GL6638784015003003,168.18,invoice,Paucek  Schamberger and Lebsack
GR720066006C978284111V12781,840.85,withdrawal,Kris - Dach
AE520075120372019235003,59.93,payment,Rath  Bruen and Blick
IT19Q36060501810373Q62V2018,372.85,invoice,Wolff Group
LB83046244404H99DL2255363BS4,487.59,deposit,Nikolaus and Sons
LV59XWMDS67724T13T142,158.46,payment,Larson - Orn
GI52JICPZ11763931J26CP6,688.73,deposit,Stehr - Murray
LT057091860054007703,738.15,withdrawal,Graham  Kub and Lueilwitz
TR65007430BQ828873622A06R0,571.34,deposit,Keeling  Windler and Donnelly
MK67157292936796861,794.58,deposit,Weber  Wintheiser and MacGyver
NL19DGEB3080500560,740.81,withdrawal,Haley - Langworth
RO68ZJMZ36F104B06RDV4219,72.56,withdrawal,Feest  Ondricka and Eichmann
MC9690040070342028F92I73C44,373.97,invoice,Green  Eichmann and Dickens
GI78JEUJK039459665Q4Y39,154.60,deposit,Parker  Leannon and Bashirian
SE7873402589293889604787,590.19,withdrawal,Runolfsdottir  Ledner and Sawayn
FO1714400050700270,936.79,deposit,Hirthe Inc
TR80103741662535S3T7986498,183.57,payment,Stehr Inc
IT05H1005485921C311626I3223,420.18,payment,Denesik - Kuhic
TN0818913200684090400076,654.37,deposit,Kshlerin  Muller and Pollich
PK266J628500700293492521,956.79,payment,Will Inc
QA07UFUO834N1T4470536FJ283448,981.42,invoice,Glover Group
DO07XYVK00808780850483113068,283.72,deposit,Buckridge - Parker
GR98007072364485600274MK756,306.07,deposit,Renner - Stracke
ES7860200702694300930937,853.19,invoice,Little  Brekke and Towne
MC219458082053C07VQ93091429,689.79,invoice,Kassulke - Langworth
GI30VWVU4S85X140ER5793Z,27.90,deposit,Lind and Sons
FO0343580500710096,160.79,withdrawal,Becker - Huel
AE572226007409053333652,931.16,invoice,Ward - Aufderhar
CZ3960091004794009700270,409.87,deposit,Labadie  Jacobson and Weimann
MR2051058854616001003073601,459.56,payment,O'Conner - Willms
BA576006191763100925,339.66,invoice,McClure Group
HU27108022078132006765006484,959.05,payment,Stark LLC
SE9366576900598000915008,392.58,invoice,King - Bartoletti
GT37T1917339146867782UTRD620,437.50,withdrawal,West  Gleason and King
DO26LKWT20040900683544786514,467.10,withdrawal,Bayer - Bode
LB669032624131T46Z14141Q9EX1,857.67,invoice,Crooks - Rodriguez
MR0301192038219309010300366,473.61,invoice,Crist Inc
GB67HQNC00770650020096,249.42,withdrawal,Wuckert - Deckow
MK900042N1BJ9027403,497.02,invoice,Monahan - McDermott
GT247XW446D5811C4W200623T101,251.70,deposit,Hane - Mante
MT77EIQL00289622944393926Y50W70,466.28,deposit,Stroman - VonRueden
GR514008873M685280780515757,465.00,deposit,Nolan - Jacobi
PK9580695108684784684451,804.67,deposit,Gleason and Sons
TR660168961600357U133042R2,905.15,invoice,Jones - Jones
TN6455824003001127060925,71.05,withdrawal,Stroman - Osinski
FO7634746650417074,441.72,payment,Roberts  Hudson and Auer
VG5935AY1106090980458992,490.14,deposit,Johns and Sons
QA44PWHJ2365Z7F633406965Y8565,131.50,invoice,Hills Group
IL150167581100034882329,884.02,payment,Schmitt LLC
CR2355100841005001708,785.54,payment,Rohan - Schroeder
PT59013007890445206949250,371.50,deposit,Kautzer - Morar
HU62587111036524001005829017,920.58,payment,McDermott and Sons
DO11EXRA11007500332005084561,131.57,withdrawal,Durgan Inc
JO69PTMT1007500826630024402005,221.53,payment,Powlowski Group
GI22MDOK702720IO0243566,702.63,deposit,Crist - Schimmel
MU73THDK5035007730060765702YPE,887.87,invoice,Thompson Group
CY55614091626QI5NC5XJ5180962,815.72,deposit,Grady - Shields
QA13ZHWB21Z12906W2J0EEP868106,146.77,withdrawal,Nikolaus - Parisian
EE058014930085002572,518.01,withdrawal,Harris  Mertz and Grady
LU98371304Q6246930A4,821.81,withdrawal,Hartmann LLC
DE19981440387136064480,647.04,withdrawal,Gorczany - Schiller
SI92010088000210037,887.81,deposit,Weimann  Weissnat and Armstrong
SE8600813910047011821677,692.61,withdrawal,Schneider and Sons
AT739697274990990150,626.67,invoice,Fahey and Sons
BE72002055900708,731.11,deposit,Smitham - Kassulke
IE19862394005854254077,55.05,invoice,Kulas  Auer and Bednar
BR5474525110043560093050549HU,28.70,invoice,Kris  Lueilwitz and Doyle
GE24897525900619270989,962.33,withdrawal,Cormier  Bartell and Koelpin
MK51669451803319557,303.91,invoice,Ledner - Ledner
LV09ATMI537694813753W,996.07,payment,McCullough - Hilpert
RO30JTPPZ0D71736589W54P4,371.59,payment,Crist Group
CH70004177391699320LN,196.14,deposit,Braun  Buckridge and Franecki
GB21OFTN09076000900765,612.96,withdrawal,Ernser - Dach
DE20003020049097004568,370.22,invoice,Armstrong - Hilll
MK5009534349S855478,874.19,deposit,MacGyver  Lowe and Lueilwitz
VG0584K50030200718503275,716.30,invoice,Goodwin - Erdman
ME02834304641850735298,594.18,invoice,Denesik - Schowalter
BA600095434209765024,604.46,payment,Labadie  Bogisich and Fritsch
FR7084001459935ESG58N001581,612.52,invoice,O'Reilly Inc
FR8300990355603486889835270,308.13,deposit,Feeney LLC
TL550040040629904251480,911.44,withdrawal,Cassin  Collier and Bernier
GL6908529940084271,563.05,withdrawal,Harris - Rolfson
FI2007795620001024,210.16,deposit,Gleason - Jerde
LV92LVGA6192575Y7T984,206.99,invoice,McCullough and Sons
CZ3330300131510046643667,434.87,invoice,Frami - Paucek
MT05VKCG00988M16EI5914A52F94657,851.89,deposit,Lueilwitz - Shields
RO38FBFUB298151T7N258784,786.49,deposit,Ledner Group
GT66854433D83MS3344812B07511,88.37,payment,Schamberger - White
AD4567310005WV59U6J6YX70,465.67,invoice,Mueller - Hilll
IT96Y1009009667F6U3622X70Y4,950.38,invoice,Cremin - Olson
SA63789658Q50Z140642D6H3,131.65,deposit,Mraz - Carter
BA210023975510090383,15.68,invoice,Hirthe  Gusikowski and Crooks
PL93570120120139003057005088,575.14,deposit,Runte Inc
BH20PSWSM05495TZ858539,738.03,invoice,Pfeffer - Lang
TL166046350900600800964,101.60,withdrawal,Sporer  Hermiston and Crona
MT29LPKD366918I72C32895MZ1A6388,819.39,payment,Wuckert - Christiansen
KZ600098174MM98496MS,109.06,deposit,Gutmann Group
KW05JNDC8S58RS2989000HD8471451,353.96,withdrawal,Kozey LLC
GT106510Z94K27C745J2MH96S03P,777.43,invoice,Hermann Inc
ES5607068363431029901382,961.25,invoice,Corwin and Sons
TN5540165033444238630753,840.80,invoice,Botsford  Abbott and Lowe
SE1650267100959742081062,764.81,invoice,O'Hara LLC
LT703600843023254278,130.58,deposit,Robel and Sons
SA34775225143N0564738050,522.86,deposit,Huel and Sons
BR9043300106002227509650736I8,375.17,invoice,Fritsch  Howe and Rutherford
TL520090034837371102673,410.44,withdrawal,Sauer Inc
IL493587720074000207017,214.03,payment,Romaguera and Sons
LV44ICCR64E94145V0785,569.86,deposit,O'Keefe Group
FR670078018006548089608RN23,350.73,invoice,Cummings Group
GE024E0100503040040516,653.64,deposit,Wuckert - Wiegand
BR7400455152600295068589475L9,295.40,deposit,Hilll  Durgan and Rowe
PK2137M30086427248080059,781.55,payment,Hessel  Wehner and Barton
